Sat Apr 11 15:17:31 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 550.54.14              Driver Version: 550.54.14      CUDA Version: 12.4     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA L4                      Off |   00000000:41:00.0 Off |                    0 |
| N/A   33C    P8             15W /   72W |       0MiB /  23034MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
|   1  NVIDIA L4                      Off |   00000000:81:00.0 Off |                    0 |
| N/A   34C    P8             15W /   72W |       0MiB /  23034MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Evaluation return: -14.62, best: -inf
Evaluation return: 302.99, best: 310.11
Evaluation return: 303.38, best: 310.11
Evaluation return: 297.78, best: 310.11
Evaluation return: 297.80, best: 310.11
Evaluation return: 298.76, best: 310.11
Evaluation return: 298.91, best: 310.11
Evaluation return: 298.05, best: 310.11
Evaluation return: 298.69, best: 310.11
Evaluation return: 294.58, best: 310.11
Evaluation return: 288.02, best: 310.11
Evaluation return: 287.98, best: 310.11
Evaluation return: 287.56, best: 310.11
Evaluation return: 291.11, best: 310.11
Evaluation return: 285.50, best: 310.11
Evaluation return: 275.23, best: 310.11
Evaluation return: 271.70, best: 310.11
Evaluation return: 272.66, best: 310.11
Evaluation return: 267.58, best: 310.11
Evaluation return: 268.94, best: 310.11
Evaluation return: 279.89, best: 310.11
Evaluation return: 272.07, best: 310.11
Evaluation return: 271.79, best: 310.11
Evaluation return: 275.55, best: 310.11
Evaluation return: 277.75, best: 310.11
Evaluation return: 284.12, best: 310.11
Evaluation return: 280.96, best: 310.11
Evaluation return: 282.57, best: 310.11
Evaluation return: 289.18, best: 310.11
Evaluation return: 291.93, best: 310.11
Evaluation return: 291.96, best: 310.11
Evaluation return: 299.91, best: 310.11
Evaluation return: 298.09, best: 310.11
Evaluation return: 297.92, best: 310.11
Evaluation return: 292.11, best: 310.11
Evaluation return: 292.58, best: 310.11
Evaluation return: 290.73, best: 310.11
Evaluation return: 290.84, best: 310.11
Evaluation return: 284.25, best: 310.11
Evaluation return: 284.28, best: 310.11
Evaluation return: 281.84, best: 310.11
Evaluation return: 277.41, best: 310.11
Evaluation return: 275.02, best: 310.11
Evaluation return: 273.33, best: 310.11
Evaluation return: 282.54, best: 310.11
Evaluation return: 286.11, best: 310.11
Evaluation return: 294.53, best: 310.11
Evaluation return: 292.29, best: 310.11
Evaluation return: 295.38, best: 310.11
Evaluation return: 293.13, best: 310.11
Evaluation return: 287.39, best: 310.11
Evaluation return: 283.38, best: 310.11
Evaluation return: 285.46, best: 310.11
Evaluation return: 287.27, best: 310.11
Evaluation return: 283.14, best: 310.11
Evaluation return: 279.97, best: 310.11
Evaluation return: 279.92, best: 310.11
Evaluation return: 271.39, best: 310.11
Evaluation return: 269.56, best: 310.11
Evaluation return: 270.14, best: 310.11
Evaluation return: 274.21, best: 310.11
Evaluation return: 282.68, best: 310.11
Evaluation return: 283.16, best: 310.11
Evaluation return: 281.89, best: 310.11
Evaluation return: 273.84, best: 310.11
Evaluation return: 275.09, best: 310.11
Evaluation return: 272.89, best: 310.11
Evaluation return: 283.66, best: 310.11
Evaluation return: 286.21, best: 310.11
Evaluation return: 284.64, best: 310.11
Evaluation return: 287.23, best: 310.11
Evaluation return: 287.14, best: 310.11
Evaluation return: 280.55, best: 310.11
Evaluation return: 279.42, best: 310.11
Evaluation return: 288.92, best: 310.11
Evaluation return: 290.76, best: 310.11
Evaluation return: 288.60, best: 310.11
Evaluation return: 284.94, best: 310.11
Evaluation return: 283.90, best: 310.11
Evaluation return: 284.13, best: 310.11
Evaluation return: 285.68, best: 310.11
Evaluation return: 278.72, best: 310.11
Evaluation return: 288.87, best: 310.11
Evaluation return: 287.90, best: 310.11
Evaluation return: 290.61, best: 310.11
Evaluation return: 283.29, best: 310.11
Evaluation return: 283.33, best: 310.11
Evaluation return: 283.81, best: 310.11
Evaluation return: 284.94, best: 310.11
Evaluation return: 279.76, best: 310.11
Evaluation return: 273.51, best: 310.11
Evaluation return: 280.50, best: 310.11
Evaluation return: 278.80, best: 310.11
Evaluation return: 277.47, best: 310.11
Evaluation return: 270.83, best: 310.11
Evaluation return: 269.95, best: 310.11
Evaluation return: 266.75, best: 310.11
Evaluation return: 261.27, best: 310.11
Evaluation return: 220.54, best: 310.11
Evaluation return: 197.33, best: 310.11
Evaluation return: 178.12, best: 310.11
Evaluation return: 161.34, best: 310.11
Evaluation return: 142.76, best: 310.11
Evaluation return: 143.62, best: 310.11
Evaluation return: 137.46, best: 310.11
Evaluation return: 135.64, best: 310.11
Evaluation return: 130.24, best: 310.11
Evaluation return: 134.99, best: 310.11
Evaluation return: 164.99, best: 310.11
Evaluation return: 193.25, best: 310.11
Evaluation return: 209.89, best: 310.11
Evaluation return: 218.59, best: 310.11
Evaluation return: 234.29, best: 310.11
Evaluation return: 234.95, best: 310.11
Evaluation return: 244.60, best: 310.11
Evaluation return: 248.88, best: 310.11
Evaluation return: 254.90, best: 310.11
Evaluation return: 246.65, best: 310.11
Evaluation return: 254.67, best: 310.11
Evaluation return: 251.80, best: 310.11
Evaluation return: 260.44, best: 310.11
Evaluation return: 268.32, best: 310.11
Evaluation return: 265.67, best: 310.11
Evaluation return: 267.82, best: 310.11
Evaluation return: 268.97, best: 310.11
Evaluation return: 274.68, best: 310.11
Evaluation return: 278.66, best: 310.11
Evaluation return: 290.92, best: 310.11
Evaluation return: 296.22, best: 310.11
Evaluation return: 302.35, best: 310.11
Evaluation return: 297.53, best: 310.11
Evaluation return: 293.49, best: 310.11
Evaluation return: 297.23, best: 310.11
Evaluation return: 290.81, best: 310.11
Evaluation return: 285.77, best: 310.11
Evaluation return: 285.85, best: 310.11
Evaluation return: 283.20, best: 310.11
Evaluation return: 280.11, best: 310.11
Evaluation return: 280.04, best: 310.11
Evaluation return: 277.38, best: 310.11
Evaluation return: 282.31, best: 310.11
Evaluation return: 285.42, best: 310.11
Evaluation return: 286.50, best: 310.11
Evaluation return: 290.92, best: 310.11
Evaluation return: 298.00, best: 310.11
Evaluation return: 293.78, best: 310.11
Evaluation return: 294.90, best: 310.11
Evaluation return: 294.52, best: 310.11
Evaluation return: 289.85, best: 310.11
Evaluation return: 290.86, best: 310.11
Evaluation return: 290.90, best: 310.11
Evaluation return: 289.24, best: 310.11
Evaluation return: 291.65, best: 310.11
Evaluation return: 291.65, best: 310.11
Evaluation return: 291.73, best: 310.11
Evaluation return: 291.81, best: 310.11
Evaluation return: 287.03, best: 310.11
Evaluation return: 280.50, best: 310.11
Evaluation return: 279.68, best: 310.11
Evaluation return: 278.68, best: 310.11
Evaluation return: 272.56, best: 310.11
Evaluation return: 272.58, best: 310.11
Evaluation return: 270.29, best: 310.11
Evaluation return: 261.39, best: 310.11
Evaluation return: 255.10, best: 310.11
Evaluation return: 256.33, best: 310.11
Evaluation return: 264.37, best: 310.11
Evaluation return: 269.21, best: 310.11
Evaluation return: 272.98, best: 310.11
Evaluation return: 266.70, best: 310.11
Evaluation return: 272.85, best: 310.11
Evaluation return: 269.42, best: 310.11
Evaluation return: 266.43, best: 310.11
Evaluation return: 276.13, best: 310.11
Evaluation return: 279.99, best: 310.11
Evaluation return: 278.39, best: 310.11
Evaluation return: 276.55, best: 310.11
Evaluation return: 281.47, best: 310.11
Evaluation return: 281.64, best: 310.11
Evaluation return: 287.50, best: 310.11
Evaluation return: 287.61, best: 310.11
Evaluation return: 288.42, best: 310.11
Evaluation return: 292.56, best: 310.11
Evaluation return: 290.42, best: 310.11
Evaluation return: 290.18, best: 310.11
Evaluation return: 294.70, best: 310.11
Evaluation return: 293.48, best: 310.11
Evaluation return: 290.34, best: 310.11
Evaluation return: 287.15, best: 310.11
Evaluation return: 287.74, best: 310.11
Evaluation return: 287.61, best: 310.11
Evaluation return: 285.25, best: 310.11
Evaluation return: 286.39, best: 310.11
Evaluation return: 290.60, best: 310.11
Evaluation return: 291.55, best: 310.11
Evaluation return: 286.23, best: 310.11
Evaluation return: 288.91, best: 310.11
Evaluation return: 292.22, best: 310.11
Evaluation return: 294.29, best: 310.11
Evaluation return: 293.46, best: 310.11
Evaluation return: 293.59, best: 310.11
Evaluation return: 301.20, best: 310.11
Evaluation return: 298.62, best: 310.11
Evaluation return: 297.16, best: 310.11
Evaluation return: 292.39, best: 310.11
Evaluation return: 291.86, best: 310.11
Evaluation return: 283.94, best: 310.11
Evaluation return: 278.40, best: 310.11
Evaluation return: 273.83, best: 310.11
Evaluation return: 274.61, best: 310.11
Evaluation return: 269.08, best: 310.11
Evaluation return: 267.25, best: 310.11
Evaluation return: 268.65, best: 310.11
Evaluation return: 265.05, best: 310.11
Evaluation return: 271.55, best: 310.11
Evaluation return: 276.11, best: 310.11
Evaluation return: 282.97, best: 310.11
Evaluation return: 280.80, best: 310.11
Evaluation return: 280.96, best: 310.11
Evaluation return: 282.21, best: 310.11
Evaluation return: 284.80, best: 310.11
Evaluation return: 286.93, best: 310.11
Evaluation return: 286.70, best: 310.11
Evaluation return: 284.73, best: 310.11
Evaluation return: 282.43, best: 310.11
Evaluation return: 277.76, best: 310.11
Evaluation return: 278.45, best: 310.11
Evaluation return: 283.45, best: 310.11
Evaluation return: 284.54, best: 310.11
Evaluation return: 282.14, best: 310.11
Evaluation return: 284.97, best: 310.11
Evaluation return: 282.92, best: 310.11
Evaluation return: 282.53, best: 310.11
Evaluation return: 289.74, best: 310.11
Evaluation return: 285.45, best: 310.11
Evaluation return: 289.68, best: 310.11
Evaluation return: 283.33, best: 310.11
Evaluation return: 284.55, best: 310.11
Evaluation return: 281.26, best: 310.11
Evaluation return: 283.41, best: 310.11
Evaluation return: 280.23, best: 310.11
Evaluation return: 280.10, best: 310.11
Evaluation return: 276.80, best: 310.11
Evaluation return: 270.39, best: 310.11
Evaluation return: 274.91, best: 310.11
Evaluation return: 274.74, best: 310.11
Evaluation return: 281.02, best: 310.11
Evaluation return: 278.53, best: 310.11
Evaluation return: 283.46, best: 310.11
Evaluation return: 279.76, best: 310.11
Evaluation return: 275.99, best: 310.11
Evaluation return: 269.04, best: 310.11
Evaluation return: 267.70, best: 310.11
Evaluation return: 274.09, best: 310.11
Evaluation return: 276.08, best: 310.11
Evaluation return: 274.77, best: 310.11
Evaluation return: 273.42, best: 310.11
Evaluation return: 273.02, best: 310.11
Evaluation return: 270.84, best: 310.11
Evaluation return: 266.96, best: 310.11
Evaluation return: 273.78, best: 310.11
Evaluation return: 282.72, best: 310.11
Evaluation return: 289.13, best: 310.11
Evaluation return: 289.12, best: 310.11
Evaluation return: 281.71, best: 310.11
Evaluation return: 282.34, best: 310.11
Evaluation return: 281.75, best: 310.11
Evaluation return: 280.10, best: 310.11
Evaluation return: 286.75, best: 310.11
Evaluation return: 292.38, best: 310.11
Evaluation return: 292.42, best: 310.11
Evaluation return: 292.36, best: 310.11
Evaluation return: 288.39, best: 310.11
Evaluation return: 288.38, best: 310.11
Evaluation return: 293.32, best: 310.11
Evaluation return: 292.11, best: 310.11
Evaluation return: 288.35, best: 310.11
Evaluation return: 289.45, best: 310.11
Evaluation return: 283.29, best: 310.11
Evaluation return: 280.72, best: 310.11
Evaluation return: 274.38, best: 310.11
Evaluation return: 271.88, best: 310.11
Evaluation return: 269.10, best: 310.11
Evaluation return: 257.37, best: 310.11
Evaluation return: 251.53, best: 310.11
Evaluation return: 255.30, best: 310.11
Evaluation return: 256.30, best: 310.11
Evaluation return: 257.47, best: 310.11
Evaluation return: 263.67, best: 310.11
Evaluation return: 264.19, best: 310.11
Evaluation return: 270.48, best: 310.11
Evaluation return: 270.75, best: 310.11
Evaluation return: 272.37, best: 310.11
Evaluation return: 284.01, best: 310.11
Evaluation return: 289.60, best: 310.11
Evaluation return: 289.63, best: 310.11
Evaluation return: 296.41, best: 310.11
Evaluation return: 296.49, best: 310.11
Evaluation return: 296.42, best: 310.11
Evaluation return: 292.61, best: 310.11
Evaluation return: 289.46, best: 310.11
Evaluation return: 291.71, best: 310.11
Evaluation return: 297.17, best: 310.11
Evaluation return: 292.05, best: 310.11
Evaluation return: 284.22, best: 310.11
Evaluation return: 284.35, best: 310.11
Evaluation return: 279.39, best: 310.11
Evaluation return: 283.16, best: 310.11
Evaluation return: 278.00, best: 310.11
Evaluation return: 283.53, best: 310.11
Evaluation return: 274.57, best: 310.11
Evaluation return: 268.66, best: 310.11
Evaluation return: 265.12, best: 310.11
Evaluation return: 260.92, best: 310.11
Evaluation return: 266.22, best: 310.11
Evaluation return: 262.96, best: 310.11
Evaluation return: 262.61, best: 310.11
Evaluation return: 250.16, best: 310.11
Evaluation return: 255.28, best: 310.11
Evaluation return: 253.34, best: 310.11
Evaluation return: 260.60, best: 310.11
Evaluation return: 259.02, best: 310.11
Evaluation return: 262.21, best: 310.11
Evaluation return: 271.81, best: 310.11
Evaluation return: 269.35, best: 310.11
Evaluation return: 272.44, best: 310.11
Evaluation return: 274.14, best: 310.11
Evaluation return: 286.45, best: 310.11
Evaluation return: 282.58, best: 310.11
Evaluation return: 288.19, best: 310.11
Evaluation return: 289.96, best: 310.11
Evaluation return: 296.10, best: 310.11
Evaluation return: 293.46, best: 310.11
Evaluation return: 284.37, best: 310.11
Evaluation return: 286.24, best: 310.11
Evaluation return: 280.34, best: 310.11
Evaluation return: 282.21, best: 310.11
Evaluation return: 278.83, best: 310.11
Evaluation return: 278.59, best: 310.11
Evaluation return: 275.57, best: 310.11
Evaluation return: 278.55, best: 310.11
Evaluation return: 279.99, best: 310.11
Evaluation return: 278.01, best: 310.11
Evaluation return: 283.72, best: 310.11
Evaluation return: 285.47, best: 310.11
Evaluation return: 290.44, best: 310.11
Evaluation return: 292.11, best: 310.11
Evaluation return: 289.07, best: 310.11
Evaluation return: 290.36, best: 310.11
Evaluation return: 293.33, best: 310.11
Evaluation return: 288.29, best: 310.11
Evaluation return: 288.31, best: 310.11
Evaluation return: 289.84, best: 310.11
Evaluation return: 290.29, best: 310.11
Evaluation return: 292.60, best: 310.11
Evaluation return: 293.54, best: 310.11
Evaluation return: 293.56, best: 310.11
Evaluation return: 291.83, best: 310.11
Evaluation return: 288.53, best: 310.11
Evaluation return: 285.39, best: 310.11
Evaluation return: 290.46, best: 310.11
Evaluation return: 283.91, best: 310.11
Evaluation return: 284.66, best: 310.11
Evaluation return: 285.24, best: 310.11
Evaluation return: 278.79, best: 310.11
Evaluation return: 270.00, best: 310.11
Evaluation return: 264.50, best: 310.11
Evaluation return: 262.77, best: 310.11
Evaluation return: 263.59, best: 310.11
Evaluation return: 264.88, best: 310.11
Evaluation return: 260.19, best: 310.11
Evaluation return: 264.07, best: 310.11
Evaluation return: 266.61, best: 310.11
Evaluation return: 268.84, best: 310.11
Evaluation return: 270.26, best: 310.11
Evaluation return: 273.93, best: 310.11
Evaluation return: 275.04, best: 310.11
Evaluation return: 285.12, best: 310.11
Evaluation return: 282.70, best: 310.11
Evaluation return: 276.21, best: 310.11
Evaluation return: 276.25, best: 310.11
Evaluation return: 278.92, best: 310.11
Evaluation return: 272.09, best: 310.11
Evaluation return: 271.90, best: 310.11
Evaluation return: 269.93, best: 310.11
Evaluation return: 274.97, best: 310.11
Evaluation return: 274.59, best: 310.11
Evaluation return: 274.37, best: 310.11
Evaluation return: 281.00, best: 310.11
Evaluation return: 289.31, best: 310.11
Evaluation return: 290.84, best: 310.11
Evaluation return: 287.78, best: 310.11
Evaluation return: 288.40, best: 310.11
Evaluation return: 281.74, best: 310.11
Evaluation return: 284.11, best: 310.11
Evaluation return: 284.19, best: 310.11
Evaluation return: 288.88, best: 310.11
Evaluation return: 288.86, best: 310.11
Evaluation return: 288.67, best: 310.11
Evaluation return: 288.65, best: 310.11
Evaluation return: 284.30, best: 310.11
Evaluation return: 281.21, best: 310.11
Evaluation return: 287.32, best: 310.11
Evaluation return: 294.16, best: 310.11
Evaluation return: 289.71, best: 310.11
Evaluation return: 289.65, best: 310.11
Evaluation return: 286.76, best: 310.11
Evaluation return: 284.14, best: 310.11
Evaluation return: 285.52, best: 310.11
Evaluation return: 285.59, best: 310.11
Evaluation return: 285.93, best: 310.11
Evaluation return: 283.21, best: 310.11
Evaluation return: 283.11, best: 310.11
Evaluation return: 280.11, best: 310.11
Evaluation return: 289.19, best: 310.11
Evaluation return: 283.19, best: 310.11
Evaluation return: 284.54, best: 310.11
Evaluation return: 287.30, best: 310.11
Evaluation return: 285.42, best: 310.11
Evaluation return: 283.02, best: 310.11
Evaluation return: 286.30, best: 310.11
